ID,parcelle(PC/PF),site(1-2),plot,label,holenbr
PF-25-3-4,PF,2,5,3,4
PF-25-3-5,PF,2,5,3,5
PF-25-3-6,PF,2,5,3,6
PF-25-3-7,PF,2,5,3,7
PF-25-3-8,PF,2,5,3,8
PF-25-3-9,PF,2,5,3,9
PF-25-3-10,PF,2,5,3,10
PF-25-3-11,PF,2,5,3,11
PF-25-3-12,PF,2,5,3,12
PF-25-3-13,PF,2,5,3,13
PF-25-3-14,PF,2,5,3,14
PF-25-3-15,PF,2,5,3,15
PF-25-3-16,PF,2,5,3,16
PF-25-4-1,PF,2,5,4,1
PF-25-4-2,PF,2,5,4,2
PF-25-4-3,PF,2,5,4,3
PF-25-4-4,PF,2,5,4,4
PF-25-4-5,PF,2,5,4,5
PF-25-4-6,PF,2,5,4,6
PF-25-4-7,PF,2,5,4,7
PF-25-4-8,PF,2,5,4,8
PF-25-4-9,PF,2,5,4,9
PF-25-4-10,PF,2,5,4,10
PF-25-4-11,PF,2,5,4,11
PF-25-4-12,PF,2,5,4,12
PF-25-4-13,PF,2,5,4,13
PF-25-4-14,PF,2,5,4,14
PF-25-4-15,PF,2,5,4,15
PF-25-4-16,PF,2,5,4,16
PF-25-5-1,PF,2,5,5,1
PF-25-5-2,PF,2,5,5,2
PF-25-5-3,PF,2,5,5,3
PF-25-5-4,PF,2,5,5,4
PF-25-5-5,PF,2,5,5,5
PF-25-5-6,PF,2,5,5,6
PF-25-5-7,PF,2,5,5,7
PF-25-5-8,PF,2,5,5,8
PF-25-5-9,PF,2,5,5,9
PF-25-5-10,PF,2,5,5,10
PF-25-5-11,PF,2,5,5,11
PF-25-5-12,PF,2,5,5,12
PF-25-5-13,PF,2,5,5,13
PF-25-5-14,PF,2,5,5,14
PF-25-5-15,PF,2,5,5,15
PF-25-5-16,PF,2,5,5,16
